stamp;x;y;z
07/11/2020 12.43.43;-2,112883;-7,66384;6,8929067
07/11/2020 12.43.43;-2,492364;-7,275979;6,4870896
07/11/2020 12.43.43;-3,1280246;-7,302315;6,145916
07/11/2020 12.43.43;-2,813187;-7,2819643;6,1327477
07/11/2020 12.43.43;-2,1655555;-7,41604;6,6726403
07/11/2020 12.43.43;-2,1643584;-8,276755;6,6522894
07/11/2020 12.43.43;-2,5677812;-7,8266454;6,171055
07/11/2020 12.43.43;-2,814384;-7,382521;5,919664
07/11/2020 12.43.43;-2,337938;-7,515399;6,1303535
07/11/2020 12.43.43;-2,2469583;-7,7368627;6,716933
07/11/2020 12.43.43;-2,5582044;-7,441179;6,7504516
07/11/2020 12.43.43;-2,7605145;-7,2185183;6,429629
07/11/2020 12.43.43;-2,8275523;-7,0904284;6,517017
07/11/2020 12.43.43;-2,292448;-7,091625;6,811504
07/11/2020 12.43.43;-2,754529;-7,6494746;7,098808
07/11/2020 12.43.43;-2,693477;-7,1311297;6,658275
07/11/2020 12.43.43;-3,1986535;-6,8869214;6,835446
07/11/2020 12.43.43;-2,705448;-6,8450227;7,1407065
07/11/2020 12.43.43;-2,457648;-6,8043213;7,3418193
07/11/2020 12.43.43;-2,9041667;-6,7372837;7,73806
07/11/2020 12.43.43;-3,2477345;-6,481104;6,8905125
07/11/2020 12.43.43;-3,0071173;-6,4140663;7,133524
07/11/2020 12.43.43;-2,2732944;-6,549339;7,1861963
07/11/2020 12.43.43;-2,6312277;-7,265205;7,1502833
07/11/2020 12.43.43;-3,064578;-7,529764;7,0186024
07/11/2020 12.43.43;-3,383007;-6,5361705;6,167464
07/11/2020 12.43.43;-2,4600422;-6,9120603;6,694188
07/11/2020 12.43.43;-2,6036944;-7,228095;7,2580223
07/11/2020 12.43.43;-2,4911668;-7,1754227;6,8893156
07/11/2020 12.43.43;-3,2489316;-7,583634;6,1183825
07/11/2020 12.43.43;-2,7389667;-7,3885064;6,145916
07/11/2020 12.43.43;-2,3391352;-8,069656;6,83784
07/11/2020 12.43.43;-2,3930047;-7,7248917;6,7025676
07/11/2020 12.43.43;-2,7090392;-6,872556;6,4152637
07/11/2020 12.43.43;-3,0561984;-6,5577183;6,9503675
07/11/2020 12.43.43;-2,6180596;-6,5457473;7,086837
07/11/2020 12.43.43;-2,7700913;-6,7372837;7,4711065
07/11/2020 12.43.43;-2,9604304;-6,945579;6,9168487
07/11/2020 12.43.43;-2,966416;-7,2987237;6,5218053
07/11/2020 12.43.43;-2,4241292;-7,1706343;6,7025676
07/11/2020 12.43.43;-2,4887726;-7,8649526;6,8665705
07/11/2020 12.43.43;-2,6671407;-7,53575;6,7121444
07/11/2020 12.43.43;-3,0310593;-6,740875;6,3218894
07/11/2020 12.43.43;-2,6994624;-6,8007298;6,6271505
07/11/2020 12.43.43;-2,598906;-7,08564;7,3466077
07/11/2020 12.43.43;-2,9113493;-6,906075;7,219715
07/11/2020 12.43.43;-3,1830912;-6,7743936;6,600814
07/11/2020 12.43.43;-3,1160536;-6,9743094;6,8486137
07/11/2020 12.47.34;-2,384625;-6,691794;6,8569937
07/11/2020 12.47.34;-3,3722332;-7,5094137;7,1383123
07/11/2020 12.47.34;-3,4680011;-6,319495;6,1507044
07/11/2020 12.47.34;-2,3523033;-7,2268977;6,5601125
07/11/2020 12.47.34;-2,5893292;-7,40766;7,2185183
07/11/2020 12.47.34;-2,4229321;-7,404069;6,331466
07/11/2020 12.47.34;-2,8754363;-7,7081323;6,247669
07/11/2020 12.47.34;-1,9285295;-7,560889;6,042965
07/11/2020 12.47.34;-2,2278047;-8,230068;6,4152637
07/11/2020 12.47.34;-2,6312277;-7,9691005;6,331466
07/11/2020 12.47.34;-2,870648;-7,291541;6,4104753
07/11/2020 12.47.34;-2,4516625;-7,2544312;6,009446
07/11/2020 12.47.34;-2,3930047;-7,5788455;6,941988
07/11/2020 12.47.34;-2,6886885;-7,2807674;6,769605
07/11/2020 12.47.34;-2,7497406;-7,1023993;6,517017
07/11/2020 12.47.34;-2,6001031;-7,2328835;6,564901
07/11/2020 12.47.34;-2,1033063;-7,3789296;6,2859764
07/11/2020 12.47.34;-2,220622;-8,355764;6,435614
07/11/2020 12.47.34;-2,8395233;-7,9571295;6,1746464
07/11/2020 12.47.34;-2,621651;-7,3226657;5,8095303
07/11/2020 12.47.34;-2,408567;-7,374141;6,991069
07/11/2020 12.47.34;-2,6659436;-6,9383965;7,2867527
07/11/2020 12.47.34;-2,9532478;-6,7612257;6,867768
07/11/2020 12.47.34;-3,5613751;-7,035362;6,871359
07/11/2020 12.47.34;-2,8574798;-6,661866;6,6893997
07/11/2020 12.47.34;-2,5833437;-6,7384806;7,2687964
07/11/2020 12.47.34;-2,6898856;-7,2927384;7,2807674
07/11/2020 12.47.34;-3,1591492;-7,0006456;7,0844426
07/11/2020 12.47.34;-3,276465;-6,362591;6,742072
07/11/2020 12.47.34;-2,553416;-6,987478;6,9228344
07/11/2020 12.47.34;-2,731784;-6,867768;7,8158712
07/11/2020 12.47.34;-3,004723;-6,4272346;6,871359
07/11/2020 12.47.34;-3,3183637;-6,7947445;6,766014
07/11/2020 12.47.34;-2,6563668;-6,9587474;6,817489
07/11/2020 12.47.34;-2,5893292;-7,4950485;6,92044
07/11/2020 12.47.34;-2,4827871;-7,799112;6,9288197
07/11/2020 12.47.34;-3,323152;-7,135918;6,2644286
07/11/2020 12.47.34;-2,835932;-6,7265096;6,4523735
07/11/2020 12.47.34;-2,457648;-7,1873937;7,511808
07/11/2020 12.47.34;-2,753332;-6,8043213;7,2149267
07/11/2020 12.47.34;-2,9173348;-7,016208;6,813898
07/11/2020 12.47.34;-3,2956185;-7,117962;6,481104
07/11/2020 12.47.34;-2,5605986;-6,992266;6,455965
07/11/2020 12.47.34;-2,5234885;-7,7105265;6,8761473
07/11/2020 12.47.34;-2,6910827;-7,606379;6,787562
07/11/2020 12.47.34;-3,205836;-6,813898;6,5924344
07/11/2020 12.47.34;-2,8287494;-6,445191;6,6079965
07/11/2020 12.47.34;-2,6611552;-6,8342485;7,6410947
07/11/2020 12.47.34;-2,7473464;-6,655881;7,1766195
07/11/2020 12.47.34;-3,040636;-7,0245876;6,991069
07/11/2020 12.47.34;-2,9496565;-7,3083005;6,540959
07/11/2020 12.47.34;-2,4001873;-7,4866686;6,3721676
07/11/2020 12.47.34;-1,9512744;-8,267179;6,566098
07/11/2020 12.47.34;-2,4588451;-7,9427643;6,269217
07/11/2020 12.47.34;-2,908955;-6,8749504;5,8574142
07/11/2020 12.47.34;-2,6479871;-6,9503675;6,6989765
07/11/2020 12.47.34;-2,2134395;-7,2340803;7,1407065
07/11/2020 12.47.34;-2,5929205;-7,3537903;6,941988
07/11/2020 12.47.34;-2,6276364;-7,5070195;6,279991
07/11/2020 12.47.34;-2,7928362;-7,973889;5,744887
07/11/2020 12.47.34;-2,0745757;-8,135497;6,147113
07/11/2020 12.47.34;-1,6711528;-8,831013;5,517438
07/11/2020 12.47.34;-2,0123265;-8,713697;5,5748987
07/11/2020 12.47.34;-2,517503;-7,9248075;5,483919
07/11/2020 12.47.34;-2,2026656;-7,5046253;5,616797
07/11/2020 12.47.34;-2,2732944;-7,835025;6,7588315
07/11/2020 12.47.34;-2,4875755;-7,2580223;6,513426
07/11/2020 12.47.34;-3,144784;-7,201759;6,5864487
07/11/2020 12.47.34;-2,694674;-7,067683;6,8426285
07/11/2020 12.47.34;-1,8854338;-6,769605;6,981492
07/11/2020 12.47.34;-2,8491;-7,5572977;7,2508397
07/11/2020 12.47.34;-3,2429461;-6,851008;6,992266
07/11/2020 12.47.34;-3,0609868;-6,208165;6,896498
07/11/2020 12.47.34;-2,6982653;-6,4978633;7,4351935
07/11/2020 12.47.34;-2,7401638;-6,0046577;8,054094
07/11/2020 12.47.34;-3,098097;-6,3949127;7,1873937
07/11/2020 12.47.34;-3,3075895;-6,56131;6,8462195
07/11/2020 12.47.34;-2,8646624;-6,64391;7,025785
07/11/2020 12.47.34;-2,5845408;-7,091625;7,2209125
07/11/2020 12.47.34;-2,6635494;-7,417237;7,0425444
07/11/2020 12.47.34;-3,715801;-7,153875;6,817489
07/11/2020 12.47.34;-3,0538042;-6,76362;6,3913217
07/11/2020 12.47.34;-2,4121583;-6,823475;7,445967
07/11/2020 12.47.34;-2,7401638;-7,0329676;7,368156
07/11/2020 12.47.34;-3,168726;-6,9288197;6,8091097
07/11/2020 12.47.34;-2,835932;-6,779182;5,922058
07/11/2020 12.47.34;-2,2170308;-7,443573;6,564901
07/11/2020 12.47.34;-2,0733786;-8,328231;6,563704
07/11/2020 12.47.34;-2,5318682;-8,119935;6,089652
07/11/2020 12.47.34;-2,9400797;-7,404069;5,9807158
07/11/2020 12.47.34;-2,3439236;-7,067683;6,39611
07/11/2020 12.47.34;-2,597709;-6,7265096;7,583634
07/11/2020 12.47.34;-2,9376855;-6,007052;7,3765354
07/11/2020 12.47.34;-3,5769374;-6,4487824;7,1730285
07/11/2020 12.47.34;-3,0538042;-6,481104;7,103596
07/11/2020 12.47.34;-2,5785553;-6,781576;7,3166804
07/11/2020 12.47.34;-2,8107927;-7,1347213;7,141904
07/11/2020 12.47.34;-3,0083144;-6,7253127;6,9707184
07/11/2020 12.47.34;-3,0202854;-6,6056023;6,9108634
07/11/2020 12.47.34;-2,0362685;-7,0820484;6,930017
07/11/2020 12.47.34;-2,5953147;-7,2568254;7,606379
07/11/2020 12.47.34;-3,028665;-6,859388;7,0940194
07/11/2020 12.47.34;-3,4129345;-6,694188;6,3063273
07/11/2020 12.47.34;-3,3997664;-7,0102224;6,992266
07/11/2020 12.47.34;-2,3834279;-7,1586633;7,0605006
07/11/2020 12.47.34;-2,7281928;-7,4208283;7,2245035
07/11/2020 12.47.34;-2,7485435;-6,6774287;6,9120603
07/11/2020 12.47.34;-3,0921116;-6,1411276;6,5265937
07/11/2020 12.47.34;-2,7688942;-7,1646485;7,3645644
07/11/2020 12.47.34;-2,3786395;-7,1610575;7,3190746
07/11/2020 12.47.34;-2,859874;-7,0605006;7,335834
07/11/2020 12.47.34;-3,1423898;-6,7348895;5,9603653
07/11/2020 12.47.34;-3,1555579;-7,1909847;6,257246
07/11/2020 12.47.34;-2,243367;-7,8386164;7,3645644
07/11/2020 12.47.34;-2,3175871;-7,5070195;6,7564373
07/11/2020 12.47.34;-2,7724855;-6,8246717;6,8438253
07/11/2020 12.47.34;-3,0765493;-6,3805475;6,7600284
07/11/2020 12.47.34;-2,9592333;-6,9108634;7,5213847
07/11/2020 12.47.34;-2,6192567;-6,600814;7,5165963
07/11/2020 12.47.34;-2,7856536;-6,659472;7,1706343
07/11/2020 12.47.34;-3,241749;-7,067683;6,871359
07/11/2020 12.47.34;-2,9975405;-6,932411;6,707356
07/11/2020 12.47.34;-2,1296425;-7,0485296;6,8282633
07/11/2020 12.47.34;-2,408567;-7,513005;6,679823
07/11/2020 12.47.34;-3,1364043;-7,443573;6,5840545
07/11/2020 12.47.34;-2,8694508;-7,062895;6,1866174
07/11/2020 12.47.34;-2,111686;-7,386112;7,091625
07/11/2020 12.47.34;-2,5510218;-7,103596;6,993463
07/11/2020 12.47.34;-3,193865;-6,9012866;6,757634
07/11/2020 12.47.34;-2,918532;-6,8246717;6,355408
07/11/2020 12.47.34;-2,6240451;-7,4004774;7,335834
07/11/2020 12.47.34;-2,4001873;-7,111976;7,165846
07/11/2020 12.47.34;-2,6180596;-6,9862804;6,956353
07/11/2020 12.47.34;-3,4153287;-6,5708866;6,88333
07/11/2020 12.47.34;-2,8886044;-6,291962;6,7971387
07/11/2020 12.47.34;-2,920926;-6,4152637;7,967903
07/11/2020 12.47.34;-2,858677;-6,05733;7,4375877
07/11/2020 12.47.34;-3,5338416;-6,2859764;6,7947445
07/11/2020 12.47.34;-3,5003228;-6,754043;7,2508397
07/11/2020 12.47.34;-2,6994624;-6,6762314;6,909666
07/11/2020 12.47.34;-2,633622;-7,189788;7,6171527
07/11/2020 12.47.34;-2,7964275;-7,004237;7,4256167
07/11/2020 12.47.34;-3,7229836;-6,147113;6,469133
07/11/2020 12.47.34;-3,2082303;-6,183026;6,754043
07/11/2020 12.47.34;-2,4768016;-6,704962;7,8649526
07/11/2020 12.47.34;-2,802413;-6,9252286;7,41604
07/11/2020 12.47.34;-2,9532478;-6,7384806;6,8366427
07/11/2020 12.47.34;-3,122039;-6,862979;6,7863646
07/11/2020 12.47.34;-2,5558102;-6,7025676;7,2711906
07/11/2020 12.47.34;-2,7832594;-7,1826053;7,878121
07/11/2020 12.47.34;-2,9939492;-6,136339;7,0688806
07/11/2020 12.47.34;-3,6655228;-5,7029886;7,0006456
07/11/2020 12.47.34;-2,7928362;-5,571307;7,1407065
07/11/2020 12.47.34;-2,2110453;-8,081628;6,3362546
07/11/2020 12.47.34;-3,0909145;-6,9838862;7,067683
07/11/2020 12.47.34;-2,9855695;-7,765593;6,397307
07/11/2020 12.47.34;-2,8550856;-6,6187706;7,1730285
07/11/2020 12.47.34;-2,5677812;-6,3709707;7,6602483
07/11/2020 12.47.34;-2,8562827;-6,5122285;7,430405
07/11/2020 12.47.34;-5,129577;-6,517017;7,231686
07/11/2020 12.47.34;-2,0530279;-6,8246717;5,7041855
07/11/2020 12.47.34;-2,303222;-6,6762314;7,538144
07/11/2020 12.47.34;-2,6372132;-7,062895;7,037756
07/11/2020 12.47.34;-3,657143;-7,6410947;5,934029
07/11/2020 12.47.34;-2,7605145;-7,216124;6,1327477
07/11/2020 12.47.34;-2,0470424;-7,6506715;7,1407065
07/11/2020 12.47.34;-2,6683378;-7,8505874;7,1586633
07/11/2020 12.47.34;-3,952827;-7,1490865;5,9843073
07/11/2020 12.47.34;-2,1499932;-7,111976;6,600814
07/11/2020 12.47.34;-2,0039468;-7,3406224;6,9886746
07/11/2020 12.47.34;-2,4612393;-7,2963295;6,4882865
07/11/2020 12.47.34;-3,5075054;-7,878121;5,5461683
07/11/2020 12.47.34;-3,0813377;-7,5213847;5,681441
07/11/2020 12.47.34;-1,6364368;-7,8266454;6,7983356
07/11/2020 12.47.34;-2,1883004;-7,723695;6,679823
07/11/2020 12.47.34;-3,572149;-7,2185183;6,4547677
07/11/2020 12.47.34;-2,669535;-6,4906807;5,579687
07/11/2020 12.47.34;-1,5478514;-7,9307933;7,225701
07/11/2020 12.47.34;-2,1823149;-8,032547;6,2859764
07/11/2020 12.47.34;-3,0753522;-7,6614456;5,580884
07/11/2020 12.47.34;-3,655946;-7,3777328;5,969942
07/11/2020 12.47.34;-1,6651673;-7,49026;6,715736
07/11/2020 12.47.34;-1,8722657;-8,025364;7,181408
07/11/2020 12.47.34;-2,920926;-7,356185;6,314707
07/11/2020 12.47.34;-3,1160536;-6,793547;5,8741736
07/11/2020 12.47.34;-1,5490485;-6,8988924;6,247669
07/11/2020 12.47.34;-2,5234885;-7,6027875;7,3992805
07/11/2020 12.47.34;-2,9508536;-7,4112515;6,1926026
07/11/2020 12.47.34;-3,1890767;-7,1909847;5,949591
07/11/2020 12.47.34;-2,48159;-7,2867527;7,32506
07/11/2020 12.47.34;-2,0278888;-8,232463;6,597223
07/11/2020 12.47.34;-4,0378213;-7,20535;6,229713
07/11/2020 12.47.34;-2,7748797;-6,576872;5,949591
07/11/2020 12.47.34;-2,0829554;-5,947197;7,553706
07/11/2020 12.47.34;-2,621651;-6,789956;7,52737
07/11/2020 12.47.34;-3,539827;-7,035362;6,6067996
07/11/2020 12.47.34;-3,083732;-6,254852;6,518214
07/11/2020 12.47.34;-2,0003555;-6,8402343;7,371747
07/11/2020 12.47.34;-2,8670566;-7,704541;7,8745294
07/11/2020 12.47.34;-3,879804;-6,295553;6,503849
07/11/2020 12.47.34;-1,5334862;-7,1191587;5,7137623
07/11/2020 12.47.34;-1,9548657;-7,856573;7,0090256
07/11/2020 12.47.34;-2,7449522;-7,97748;6,253655
07/11/2020 12.47.34;-3,1962593;-7,3897038;5,9244523
07/11/2020 12.47.34;-2,0027497;-7,33344;7,2508397
07/11/2020 12.47.34;-2,705448;-7,4363904;6,9288197
07/11/2020 12.47.34;-4,289212;-7,0700774;6,89171
07/11/2020 12.47.34;-1,9261353;-6,8773446;5,185841
07/11/2020 12.47.34;-1,8650831;-7,3166804;6,5505357
07/11/2020 12.47.34;-2,6240451;-7,9463553;6,909666
07/11/2020 12.47.34;-3,228581;-7,5668745;4,984728
07/11/2020 12.47.34;-1,6723499;-8,724471;6,302736
07/11/2020 12.47.34;-1,4460979;-7,7967176;5,829881
07/11/2020 12.47.34;-2,9017725;-7,4711065;6,089652
07/11/2020 12.47.34;-3,1232362;-7,41604;6,3661823
07/11/2020 12.47.34;-1,827973;-6,7648168;6,576872
07/11/2020 12.47.34;-2,3810337;-7,451953;6,999449
07/11/2020 12.47.34;-2,1164744;-7,3083005;6,3302693
07/11/2020 12.47.34;-2,3068132;-8,238448;5,9603653
07/11/2020 12.47.34;-1,9560628;-7,9631147;5,931635
07/11/2020 12.47.34;-2,4660277;-8,306683;6,5589156
07/11/2020 12.47.34;-2,44448;-7,3992805;6,2620344
07/11/2020 12.47.34;-2,3056161;-6,96593;6,3949127
07/11/2020 12.47.34;-2,3834279;-7,553706;6,7612257
07/11/2020 12.47.34;-2,1811178;-7,4363904;6,3601966
07/11/2020 12.47.34;-2,421735;-8,401254;6,443994
07/11/2020 12.47.34;-2,220622;-7,868544;6,429629
07/11/2020 12.47.34;-1,9919758;-7,189788;5,9292407
07/11/2020 12.47.34;-2,6443958;-7,8410106;6,879739
07/11/2020 12.47.34;-2,4432828;-7,261614;6,5720835
07/11/2020 12.47.34;-2,492364;-7,017405;6,661866
07/11/2020 12.47.34;-2,6144683;-6,8186865;6,932411
07/11/2020 12.47.34;-2,7269957;-7,055712;6,975507
07/11/2020 12.47.34;-2,658761;-7,181408;6,767211
07/11/2020 12.47.34;-2,5941176;-7,2592196;7,0712748
07/11/2020 12.47.34;-2,634819;-7,309498;7,0724716
07/11/2020 12.47.34;-2,4384944;-6,695385;6,3218894
07/11/2020 12.47.34;-2,6527755;-7,2101383;6,9048777
07/11/2020 12.47.34;-2,585738;-7,356185;6,955156
07/11/2020 12.47.34;-2,6360161;-7,386112;6,867768
07/11/2020 12.47.34;-2,4911668;-7,079654;6,4511766
07/11/2020 12.47.34;-2,6180596;-7,2831616;6,742072
07/11/2020 12.47.34;-2,4289176;-7,145495;6,6367273
07/11/2020 12.47.34;-2,565387;-7,5201874;6,895301
07/11/2020 12.47.34;-2,244564;-7,4854717;6,2380924
07/11/2020 12.47.34;-2,3511062;-7,2867527;6,2740054
07/11/2020 12.47.34;-2,0721815;-7,621941;6,3302693
07/11/2020 12.47.34;-2,4660277;-7,8206596;6,4224463
07/11/2020 12.47.34;-2,4133554;-7,800309;6,137536
07/11/2020 12.47.34;-2,1823149;-7,475895;6,0357823
07/11/2020 12.47.34;-2,5330653;-7,45315;6,2045736
07/11/2020 12.47.34;-2,8179753;-7,681796;6,921637
07/11/2020 12.47.34;-2,4289176;-7,3657618;6,827066
07/11/2020 12.47.34;-2,445677;-7,3106947;6,619968
07/11/2020 12.47.34;-2,7030537;-7,1466923;7,192182
07/11/2020 12.47.34;-2,3762453;-6,6271505;6,479907
07/11/2020 12.47.34;-2,6252422;-7,339425;6,7564373
07/11/2020 12.47.34;-2,8060043;-7,7548194;7,1023993
07/11/2020 12.47.34;-2,5222914;-7,061698;6,3949127
07/11/2020 12.47.34;-2,6539726;-7,2328835;6,752846
07/11/2020 12.47.34;-2,4768016;-7,177817;6,6989765
07/11/2020 12.47.34;-2,4504654;-7,302315;6,603208
07/11/2020 12.47.34;-2,4612393;-7,439982;6,429629
07/11/2020 12.47.34;-2,2948422;-7,8529816;6,3805475
07/11/2020 12.47.34;-2,1871033;-7,8290396;6,257246
07/11/2020 12.47.34;-2,432509;-7,7967176;6,5337763
07/11/2020 12.47.34;-2,5198972;-7,5549035;6,47033
07/11/2020 12.47.34;-3,2812533;-7,0485296;7,2364745
07/11/2020 12.47.34;-3,5242648;-6,4882865;6,278794
07/11/2020 12.47.34;-2,3535004;-7,141904;7,062895
07/11/2020 12.47.34;-2,5270798;-7,147889;7,055712
07/11/2020 12.47.34;-2,5605986;-7,4507556;6,421249
07/11/2020 12.47.34;-2,9173348;-7,821857;5,741296
07/11/2020 12.47.34;-2,5258827;-7,657854;6,4140663
07/11/2020 12.47.34;-2,3080103;-7,9367785;6,423643
07/11/2020 12.47.34;-2,8514943;-7,5525093;6,76362
07/11/2020 12.47.34;-3,4093432;-6,467936;6,4619503
07/11/2020 12.47.34;-3,8043866;-6,528988;6,4751186
07/11/2020 12.47.34;-2,3439236;-6,897695;6,704962
07/11/2020 12.47.34;-2,4720132;-7,013814;7,1550717
07/11/2020 12.47.34;-2,882619;-7,133524;6,9467764
07/11/2020 12.47.34;-3,0131028;-7,2699933;6,143522
07/11/2020 12.47.34;-2,8538885;-7,2604165;6,0944405
07/11/2020 12.47.34;-1,9009962;-8,037335;5,8885393
07/11/2020 12.47.34;-2,1296425;-8,978256;6,3709707
07/11/2020 12.47.34;-2,9364884;-8,005013;5,2528787
07/11/2020 12.47.34;-3,0202854;-7,314286;5,8143187
07/11/2020 12.47.34;-1,9548657;-7,7560163;5,699397
07/11/2020 12.47.34;-2,0733786;-8,311471;6,6283474
07/11/2020 12.47.34;-2,3056161;-7,94037;6,087258
07/11/2020 12.47.34;-2,8299465;-7,9128366;5,853823
07/11/2020 12.47.34;-2,4037786;-7,821857;5,9867015
07/11/2020 12.47.34;-1,8830396;-7,9990277;6,1638722
07/11/2020 12.47.34;-2,018312;-8,576031;5,876568
07/11/2020 12.47.34;-2,822764;-8,327033;5,7724204
07/11/2020 12.47.34;-2,717419;-7,3968863;5,5820813
07/11/2020 12.47.34;-2,1643584;-7,7201033;6,173449
07/11/2020 12.47.34;-2,2577322;-7,6470804;7,047333
07/11/2020 12.47.34;-2,4516625;-7,4986396;6,55293
07/11/2020 12.47.34;-3,110068;-7,5441294;6,3422403
07/11/2020 12.47.34;-2,6408045;-7,7943234;5,825093
07/11/2020 12.47.34;-1,6903064;-8,161834;5,6982
07/11/2020 12.47.34;-2,0231004;-8,953117;5,957971
07/11/2020 12.47.34;-2,2613235;-8,307879;5,5341973
07/11/2020 12.47.34;-2,8862102;-7,7548194;5,865794
07/11/2020 12.47.34;-2,2996306;-7,183802;6,271611
07/11/2020 12.47.34;-2,4301147;-7,562086;7,183802
07/11/2020 12.47.34;-2,7928362;-6,803124;7,145495
07/11/2020 12.47.34;-2,9700072;-6,527791;6,5265937
07/11/2020 12.47.34;-3,0011318;-6,9132576;6,8869214
07/11/2020 12.47.34;-2,60968;-7,369353;7,277176
07/11/2020 12.47.34;-2,5091233;-7,406463;6,7684083
07/11/2020 12.47.34;-3,1244333;-7,4327993;6,7360864
07/11/2020 12.47.34;-2,823961;-7,064092;6,329072
07/11/2020 12.47.34;-1,7202339;-7,6829934;6,5337763
07/11/2020 12.47.34;-2,554613;-7,633912;7,2364745
07/11/2020 12.47.34;-2,789245;-7,204153;6,519411
07/11/2020 12.47.34;-2,9532478;-6,895301;6,6163764
07/11/2020 12.47.34;-2,553416;-6,992266;7,180211
07/11/2020 12.47.34;-2,4013844;-7,0808516;6,8988924
07/11/2020 12.47.34;-2,801216;-7,273585;7,1275387
07/11/2020 12.47.34;-3,1902738;-6,6870055;6,7013707
07/11/2020 12.47.34;-2,7593174;-7,0090256;6,542156
07/11/2020 12.47.34;-2,1631613;-7,302315;7,1873937
07/11/2020 12.47.34;-2,5151088;-7,335834;6,8079123
07/11/2020 12.47.34;-2,8395233;-7,249643;6,2105594
07/11/2020 12.47.34;-3,0550013;-7,631518;6,2871737
07/11/2020 12.47.34;-2,336741;-7,785944;6,4619503
07/11/2020 12.47.34;-1,8315643;-7,515399;6,0250087
07/11/2020 12.47.34;-2,3331497;-8,51857;6,3661823
07/11/2020 12.47.34;-2,8574798;-7,6949644;5,779603
07/11/2020 12.47.34;-2,7222073;-7,4387846;5,6682725
07/11/2020 12.47.34;-2,2493525;-7,7931266;6,733692
07/11/2020 12.47.34;-2,3415294;-7,4806833;6,8330517
07/11/2020 12.47.34;-2,598906;-6,963536;6,35062
07/11/2020 12.47.34;-2,9113493;-7,433996;6,2392898
07/11/2020 12.47.34;-2,4971523;-7,479486;6,157887
07/11/2020 12.47.34;-2,4899697;-7,9272017;6,987478
07/11/2020 12.47.34;-2,3642743;-7,6027875;6,5110316
07/11/2020 12.47.34;-3,0933087;-7,0952168;6,417658
07/11/2020 12.47.34;-3,1364043;-6,908469;6,325481
07/11/2020 12.47.34;-2,4301147;-7,4028716;6,7971387
07/11/2020 12.47.34;-2,232593;-7,429208;6,835446
07/11/2020 12.47.34;-2,5246856;-7,32506;6,7564373
07/11/2020 12.47.34;-2,9640217;-7,327454;6,3769565
07/11/2020 12.47.34;-2,6803088;-7,398083;6,157887
07/11/2020 12.47.34;-2,099715;-7,7009497;6,8222775
07/11/2020 12.47.34;-2,171541;-7,7344685;6,6163764
07/11/2020 12.47.34;-2,622848;-7,6770077;6,6893997
07/11/2020 12.47.34;-3,0119057;-6,989872;6,4260373
07/11/2020 12.47.34;-2,7700913;-6,987478;6,4463882
07/11/2020 12.47.34;-2,3319526;-7,6770077;7,01142
07/11/2020 12.47.34;-2,3535004;-7,3442135;6,519411
07/11/2020 12.47.34;-2,6312277;-7,5189905;6,4248405
07/11/2020 12.47.34;-2,9400797;-7,4447703;6,069301
07/11/2020 12.47.34;-2,4432828;-7,515399;6,4368114
07/11/2020 12.47.34;-2,1296425;-7,7320743;6,6762314
07/11/2020 12.47.34;-2,6479871;-7,6734166;6,6247563
07/11/2020 12.47.34;-2,9640217;-7,326257;6,742072
07/11/2020 12.47.34;-2,9855695;-6,435614;6,9144545
07/11/2020 12.47.34;-2,5941176;-6,5924344;7,6973586
07/11/2020 12.47.34;-2,6204538;-5,9962783;7,489063
07/11/2020 12.47.34;-3,1735144;-5,9627595;7,5812397
07/11/2020 12.47.34;-3,4488475;-6,2740054;7,15986
07/11/2020 12.47.34;-2,9783869;-6,56131;7,0664864
07/11/2020 12.47.34;-2,5941176;-6,564901;7,5106106
07/11/2020 12.47.34;-2,705448;-7,0090256;7,524976
07/11/2020 12.47.34;-3,0753522;-6,7588315;7,156269
07/11/2020 12.47.34;-3,3806129;-6,277597;6,6415157
07/11/2020 12.47.34;-2,7976246;-6,7360864;7,28795
07/11/2020 12.47.34;-2,4959552;-7,0952168;7,5165963
07/11/2020 12.47.34;-2,7150247;-6,903681;7,055712
07/11/2020 12.47.34;-3,0083144;-7,0329676;6,4404025
07/11/2020 12.47.34;-2,8538885;-7,086837;6,531382
07/11/2020 12.47.34;-2,2481554;-7,32506;6,8522053
07/11/2020 12.47.34;-2,6408045;-7,979874;7,01142
07/11/2020 12.47.34;-2,6910827;-7,0940194;6,682217
07/11/2020 12.47.34;-3,241749;-6,3111157;6,955156
07/11/2020 12.47.34;-2,64679;-6,351817;6,981492
07/11/2020 12.47.34;-2,6396074;-6,5601125;7,8996687
07/11/2020 12.47.34;-2,873042;-6,5218053;7,5046253
07/11/2020 12.47.34;-3,1771057;-6,59004;6,89171
07/11/2020 12.47.34;-2,861071;-6,9132576;6,9048777
07/11/2020 12.47.34;-2,5570073;-6,9252286;7,1885905
07/11/2020 12.47.34;-2,743755;-7,0664864;7,356185
07/11/2020 12.47.34;-3,0825348;-6,489484;7,207744
07/11/2020 12.47.34;-3,2860417;-6,1566896;6,801927
07/11/2020 12.47.34;-2,597709;-7,1754227;7,117962
07/11/2020 12.47.34;-2,4839842;-7,3537903;7,1730285
07/11/2020 12.47.34;-2,730587;-7,0784574;6,3985043
07/11/2020 12.47.34;-2,6731262;-7,3190746;6,3685765
07/11/2020 12.47.34;-2,4468741;-7,398083;6,671443
